"Key","Issue Type","Summary","Status","Created","Priority","Motivo Impedimento","Fix versions","Backlog","Developer Testing","Done","In Progress","Open","Presa in carico","READY IN HOTFIX","rejected","Released","TESTING IN HOTFIX","To Do-RESEVO","Waiting for support","Waiting for Support (II° Level)-10104","Total","'->Backlog","'->Developer Testing","'->Done","'->In Progress","'->Open","'->Presa in carico","'->READY IN HOTFIX","'->rejected","'->Released","'->TESTING IN HOTFIX","'->To Do-RESEVO","'->Waiting for support","'->Waiting for Support (II° Level)-10104"
"RAM-440","Bug","Problemi delle chiamate dal Middleware verso resevo ","rejected","2025-07-14 16:08","Critical","","","41","0","101","0","-","67","0","69,022","-","0","-","-","-","69,231","2025-07-14 16:08","2025-07-14 17:56","2025-07-14 17:56","2025-07-14 17:56","","2025-07-14 16:49","2025-07-14 17:56","2025-07-15 10:38","","2025-07-14 17:56","","",""
"RAM-439","[System] Service request","Cambio UUID su stesso voy","Released","2025-07-14 15:20","High","","","33","0","0","960","-","127","0","-","68,160","0","-","-","-","69,279","2025-07-14 15:20","2025-07-17 03:25","2025-07-17 03:25","2025-07-14 23:51","","2025-07-14 15:53","2025-07-17 03:25","","2025-07-17 06:54","2025-07-17 03:25","","",""
"RAM-438","Bug","incon","rejected","2025-07-12 13:10","High","","","0","-","-","-","-","17,301","-","52,299","-","-","-","-","-","69,600","2025-07-12 13:10","","","","","2025-07-12 20:50","","2025-09-02 09:20","","","","",""
"RAM-437","Bug","Penale superiore all'incasso","Released","2025-07-11 16:49","Medium","","hotfix-4.610.68","0","303","116","176","-","41","1","-","69,030","3","-","-","-","69,671","2025-07-11 16:49","2025-07-14 11:27","2025-07-14 17:34","2025-07-11 17:31","","2025-07-11 16:49","2025-07-14 17:30","","2025-07-15 10:30","2025-07-14 17:30","","",""
"RAM-436","Task","Performance improve export ""allocato viaggio""","Released","2025-07-11 15:31","Low","","hotfix-4.610.68","64","13","90","70","-","2","476","-","69,030","4","-","-","-","69,749","2025-07-11 15:31","2025-07-11 17:47","2025-07-15 08:56","2025-07-11 16:36","","2025-07-11 16:34","2025-07-11 18:17","","2025-07-15 10:30","2025-07-14 17:56","","",""
"RAM-435","Bug","Admin Portal - Modifica gruppo - Nome gruppo non deve essere editabile","Released","2025-07-11 11:18","Lowest","","hotfix-4.610.68","0","265","155","460","-","30","0","-","69,030","0","-","-","-","69,941","2025-07-11 11:18","2025-07-14 11:29","2025-07-14 16:54","2025-07-11 11:49","","2025-07-11 11:19","2025-07-14 16:54","","2025-07-15 10:30","2025-07-14 16:54","","",""
"RAM-434","Bug","Admin Portal - Impedire la creazione di un gruppo il cui nome contenga caratteri speciali","Released","2025-07-11 09:48","Low","","hotfix-4.610.68","0","51","90","354","-","506","0","-","69,030","0","-","-","-","70,031","2025-07-11 09:48","2025-07-14 17:09","2025-07-15 08:39","2025-07-14 10:15","","2025-07-11 09:49","2025-07-15 08:39","","2025-07-15 10:30","2025-07-15 08:39","","",""
"RAM-433","Bug","Anagrafica Merci  non assegna funzionario","Released","2025-07-11 09:04","Low","","hotfix-4.610.68","0","23","870","151","-","0","0","-","69,030","0","-","-","-","70,075","2025-07-11 09:04","2025-07-11 11:36","2025-07-11 12:55","2025-07-11 09:05","","2025-07-11 09:05","2025-07-11 12:55","","2025-07-15 10:30","2025-07-11 12:55","","",""
"RAM-432","Task","Ottimizzazione lock cart","Released","2025-07-11 08:08","Medium","","hotfix-4.610.68","0","0","1,042","0","-","0","0","-","69,030","8","-","-","-","70,080","2025-07-11 08:08","2025-07-11 08:10","2025-07-11 09:08","2025-07-11 08:08","","2025-07-11 08:08","2025-07-11 08:10","","2025-07-15 10:30","2025-07-11 08:10","","",""
"RAM-431","Bug","Non funziona la dissociazione Network in fase di aggiornamento anagrafica ADV","Released","2025-07-10 15:14","High","","hotfix-4.610.68","10","29","1,050","93","-","0","0","-","69,030","33","-","1","-","70,245","2025-07-10 15:15","2025-07-10 16:58","2025-07-11 08:52","2025-07-10 15:25","","2025-07-10 15:25","2025-07-10 17:27","","2025-07-15 10:30","2025-07-10 17:27","","2025-07-10 15:14",""
"RAM-430","Bug","non riusciamo ad annullare un tkt","Released","2025-07-10 10:56","High","","","0","0","0","62","-","0","0","-","70,380","0","-","-","-","70,443","2025-07-10 10:56","2025-07-10 11:59","2025-07-10 12:00","2025-07-10 10:57","","2025-07-10 10:57","2025-07-10 12:00","","2025-07-10 12:00","2025-07-10 12:00","","",""
"RAM-429","Bug","Mancata emissione biglietto","rejected","2025-07-10 09:44","Critical","","","1","-","-","-","-","47","-","70,468","-","-","-","-","-","70,516","2025-07-10 09:44","","","","","2025-07-10 09:45","","2025-07-10 10:31","","","","",""
"RAM-428","Bug","OLTA - l'api global/olta-domain con queryParam name=accreditationTypes e name=resources restituisce array vuoto","Released","2025-07-09 10:38","Low","","hotfix-4.610.53","0","0","335","86","-","16","0","-","70,380","123","-","-","-","70,942","2025-07-09 10:38","2025-07-09 13:21","2025-07-09 15:24","2025-07-09 10:55","","2025-07-09 10:38","2025-07-09 13:21","","2025-07-10 12:40","2025-07-09 13:21","","",""
"RAM-427","Bug","Errori in modifica OLTA","Released","2025-07-09 09:15","High","","hotfix-4.610.68","0","0","1,240","118","-","0","191","-","69,030","446","-","-","-","71,025","2025-07-09 09:15","2025-07-09 11:13","2025-07-10 14:50","2025-07-09 09:15","","2025-07-09 09:15","2025-07-09 11:13","","2025-07-15 10:30","2025-07-09 15:24","","",""
"RAM-426","Bug","IN BIGLIETTI MODIFICA L'INTEGRAZIONE INFANT NON FUNZIONA A NAVE COMPLETA","rejected","2025-07-08 23:15","High","","","0","-","-","-","-","-","-","71,040","-","-","-","-","-","71,040","2025-07-08 23:15","","","","","","","2025-07-09 06:54","","","","",""
"RAM-425","Task","Fix error exception on send mail","Released","2025-07-08 12:26","Low","","hotfix-4.610.45","0","0","6","0","-","0","0","-","71,334","0","-","-","-","71,340","2025-07-08 12:26","2025-07-08 12:26","2025-07-08 12:27","2025-07-08 12:26","","2025-07-08 12:26","2025-07-08 12:26","","2025-07-08 13:06","2025-07-08 12:27","","",""
"RAM-424","Bug","Le mail non vengono inviate al cliente","Released","2025-07-08 11:34","Critical","","hotfix-4.610.45","0","0","281","29","-","9","0","-","71,040","7","-","-","-","71,366","2025-07-08 11:34","2025-07-08 13:11","2025-07-08 13:18","2025-07-08 11:43","","2025-07-08 11:34","2025-07-08 13:11","","2025-07-09 06:56","2025-07-08 13:11","","",""
"RAM-420","Bug","404 /static/icons/favicon.ico","Released","2025-07-07 16:11","Low","","hotfix-4.610.45","9","0","0","288","-","5","0","-","71,326","0","-","-","-","71,629","2025-07-07 16:11","2025-07-08 13:13","2025-07-08 13:13","2025-07-07 16:25","","2025-07-07 16:20","2025-07-08 13:13","","2025-07-08 13:14","2025-07-08 13:13","","",""
"RAM-419","Bug","RESEVO- FUNZIONI BLOCCATE IN CASO DI PARTENZA ANNULLATA RISPETTO AL RESERVATION","Released","2025-07-07 15:14","High","","hotfix-4.610.53","0","189","727","286","-","17","0","-","70,465","0","-","1","-","71,686","2025-07-07 15:15","2025-07-08 11:18","2025-07-08 15:27","2025-07-07 15:32","","2025-07-07 15:15","2025-07-08 15:27","","2025-07-10 10:35","2025-07-08 15:27","","2025-07-07 15:14",""
"RAM-418","Task","[voy-service] Verificare messaggi di errore su sync event","Released","2025-07-07 08:54","Medium","","hotfix-4.610.43","27","0","135","101","-","0","52","-","71,685","0","-","-","-","72,000","2025-07-07 08:54","2025-07-07 11:08","2025-07-07 12:43","2025-07-07 09:27","","2025-07-07 09:27","2025-07-07 11:08","","2025-07-07 15:15","2025-07-07 12:43","","",""
"RAM-417","Task","[user-service] Log di errore non corretti","Released","2025-07-07 08:45","Lowest","","hotfix-4.610.43","0","68","187","60","-","0","0","-","71,685","0","-","-","-","72,000","2025-07-07 08:45","2025-07-07 09:59","2025-07-07 11:08","2025-07-07 08:45","","2025-07-07 08:45","2025-07-07 11:08","","2025-07-07 15:15","2025-07-07 11:08","","",""
"RAM-416","Bug","!!!!!URGENTE!!!!!!! RESEVO IN DOWN - BIGLIETTERIA TOTALMENTE BLOCCATA ","rejected","2025-07-05 22:54","Critical","","","0","-","-","-","-","180","-","71,820","-","-","-","-","-","72,000","2025-07-05 22:54","","","","","2025-07-05 23:27","","2025-07-07 12:04","","","","",""
"RAM-415","[System] Service request","PROBLEMI STAMPA LISTA PASSEGGERI SU GRUPPI IN PARTENZA DA PALERMO IL 05/07/25","Released","2025-07-05 19:12","Critical","","hotfix-4.610.43","0","0","315","0","-","0","0","-","71,685","0","-","-","-","72,000","2025-07-05 19:12","2025-07-07 07:51","2025-07-07 07:56","2025-07-07 02:34","","2025-07-06 00:54","2025-07-07 07:51","","2025-07-07 15:15","2025-07-07 07:53","","",""
"RAM-414","Task","Check utilizzo cache","Released","2025-07-04 09:41","Medium","","","68","0","0","165","-","0","0","-","72,204","0","-","-","-","72,438","2025-07-04 09:41","2025-07-04 14:35","2025-07-04 14:35","2025-07-04 10:50","","2025-07-04 10:49","2025-07-04 14:35","","2025-07-04 14:35","2025-07-04 14:35","","",""
"RAM-413","Bug","API /booking/tickets/id/:prefix/:number/:progr","Released","2025-07-03 16:07","Lowest","","hotfix-4.259.141","1","56","34","13","-","173","0","-","72,300","16","-","-","-","72,593","2025-07-03 16:07","2025-07-04 10:14","2025-07-04 11:25","2025-07-04 10:00","","2025-07-03 16:07","2025-07-04 11:09","","2025-07-04 12:18","2025-07-04 11:09","","",""
"RAM-412","Task","Il checkout PBL dovrebbe fallire se non ci sono i presupporti per l'invio della mail","rejected","2025-07-03 12:05","Low","","","812","-","-","-","-","11,902","-","60,065","-","-","-","-","-","72,780","2025-07-03 12:05","","","","","2025-07-07 09:32","","2025-08-08 16:54","","","","",""
"RAM-411","Task","Endpoint di invio email PBL non dà feedback in caso di mail non inviata","Released","2025-07-03 11:49","Low","","hotfix-4.610.45","825","106","6","0","-","340","143","-","71,334","37","-","-","-","72,791","2025-07-03 11:49","2025-07-07 16:13","2025-07-08 12:58","2025-07-07 16:13","","2025-07-07 09:34","2025-07-07 18:03","","2025-07-08 13:06","2025-07-08 11:23","","",""
"RAM-410","Bug","Algeri-Sete 02/07/2025 - Stampa lista Polizia","Released","2025-07-03 11:38","High","","hotfix-4.259.141","0","9","191","284","-","1","0","-","72,300","16","-","-","-","72,802","2025-07-03 11:38","2025-07-03 17:23","2025-07-03 17:48","2025-07-03 11:39","","2025-07-03 11:38","2025-07-03 17:32","","2025-07-04 12:18","2025-07-03 17:32","","",""
"RAM-409","Task","Cancellazione carrello riaperto e modificato in PBL","Released","2025-07-03 11:35","Low","","hotfix-4.259.141","25","42","112","325","-","0","0","-","72,300","0","-","-","-","72,805","2025-07-03 11:35","2025-07-04 09:25","2025-07-04 10:07","2025-07-03 12:21","","2025-07-03 12:21","2025-07-04 10:07","","2025-07-04 12:18","2025-07-04 10:07","","",""
"RAM-408","[System] Service request","API Cancellazione Reversali","Released","2025-07-02 17:41","Medium","","hotfix-4.259.141","2","15","144","241","-","0","213","-","72,300","63","-","1","-","72,979","2025-07-02 17:41","2025-07-03 13:45","2025-07-04 09:35","2025-07-02 17:44","","2025-07-02 17:44","2025-07-03 14:00","","2025-07-04 12:18","2025-07-03 17:33","","2025-07-02 17:41",""
"RAM-407","Task","Creare trigger - SyncEvent per modifiche su FreightLogicalCategory","Released","2025-07-02 14:44","Medium","","hotfix-4.610.53","1,256","160","415","833","-","0","0","-","70,451","40","-","-","-","73,155","2025-07-02 14:44","2025-07-08 17:33","2025-07-09 11:53","2025-07-07 10:40","","2025-07-07 10:40","2025-07-09 11:13","","2025-07-10 10:48","2025-07-09 11:13","","",""
"RAM-406","Bug","Upgrade con risorse forzate a zero","Released","2025-07-02 12:07","Low","","hotfix-4.259.141","0","28","559","330","-","0","0","-","72,300","43","-","-","-","73,260","2025-07-02 12:07","2025-07-03 09:30","2025-07-03 10:41","2025-07-02 12:27","","2025-07-02 12:10","2025-07-03 09:58","","2025-07-04 12:18","2025-07-03 09:58","","",""
"RAM-405","Task","Errore invio e-mail PBL","Released","2025-07-02 11:36","Medium","","hotfix-4.259.141","5","342","112","456","-","0","0","-","72,300","68","-","-","-","73,283","2025-07-02 11:36","2025-07-03 11:18","2025-07-04 10:07","2025-07-02 11:41","","2025-07-02 11:41","2025-07-03 18:13","","2025-07-04 12:18","2025-07-03 18:13","","",""
"RAM-404","Bug","Biglietto Gruppi sostituito perde info pratica","Released","2025-07-02 10:17","Medium","","hotfix-4.259.141","5","2","960","85","-","11","0","-","72,300","0","-","-","-","73,362","2025-07-02 10:17","2025-07-02 11:58","2025-07-02 12:33","2025-07-02 10:33","","2025-07-02 10:22","2025-07-02 12:27","","2025-07-04 12:18","2025-07-02 12:27","","",""
"RAM-403","Bug","VENDITA DI RISORSE IN OVERBOOKING","rejected","2025-07-02 08:03","High","","","-","-","-","131","-","-","-","73,309","-","-","-","0","-","73,440","","","","2025-07-02 08:03","","","","2025-07-02 11:11","","","","2025-07-02 08:03",""
"RAM-402","[System] Service request","INSERIMENTO NAZIONE - NEW ZEALAND - AGENZIE GESTIONE  PER APERTURA CODICE","Released","2025-07-01 20:39","High","","","0","0","0","11","-","13","0","-","73,415","0","-","-","-","73,440","2025-07-01 20:39","2025-07-02 09:24","2025-07-02 09:24","2025-07-02 09:13","","2025-07-02 08:38","2025-07-02 09:24","","2025-07-02 09:24","2025-07-02 09:24","","",""
"RAM-400","Bug","API Stazioni Marittime - 504 Getway Timeout","Released","2025-07-01 16:04","High","","hotfix-4.259.132","5","12","78","126","-","4","0","-","73,281","49","-","-","-","73,556","2025-07-01 16:04","2025-07-02 09:19","2025-07-02 10:21","2025-07-01 16:13","","2025-07-01 16:09","2025-07-02 09:31","","2025-07-02 11:39","2025-07-02 09:31","","",""
"RAM-399","Bug","Errori Imofal 6","Released","2025-07-01 12:48","High","","hotfix-4.259.132","0","33","222","118","-","0","17","-","73,281","69","-","-","-","73,740","2025-07-01 12:48","2025-07-01 14:58","2025-07-01 16:57","2025-07-01 12:54","","2025-07-01 12:54","2025-07-01 15:31","","2025-07-02 11:39","2025-07-01 15:48","","",""
"RAM-398","Bug","NECESSARIO LEVARE VINCOLO A/R TKT 05996648","rejected","2025-07-01 12:15","Medium","","","0","-","-","10","-","0","-","73,730","-","-","-","-","-","73,740","2025-07-01 12:15","","","2025-07-01 12:22","","2025-07-01 12:20","","2025-07-01 13:09","","","","",""
"RAM-397","Bug","BLOCCO /SBLOCCO CODICI PROFILATI CON  UN NETWORK","Released","2025-06-30 17:07","High","","hotfix-4.259.130","11","0","34","83","-","9","84","-","73,752","0","-","-","-","73,973","2025-06-30 17:07","2025-07-01 09:49","2025-07-01 11:14","2025-06-30 17:27","","2025-06-30 17:18","2025-07-01 09:49","","2025-07-01 11:47","2025-07-01 11:14","","",""
"RAM-396","Bug","Errore Invio Biglietti Monitor Vendite","Released","2025-06-30 14:53","Medium","","","4","0","0","22","-","8","0","-","74,073","0","-","-","-","74,107","2025-06-30 14:53","2025-06-30 15:27","2025-06-30 15:27","2025-06-30 15:05","","2025-06-30 14:57","2025-06-30 15:27","","2025-06-30 15:27","2025-06-30 15:27","","",""
"RAM-395","Bug","Gestione Reversali - Visualizzazione","Released","2025-06-30 14:51","Low","","hotfix-4.259.141","2","211","180","1,217","-","199","0","-","72,300","0","-","-","-","74,109","2025-06-30 14:51","2025-07-03 14:29","2025-07-03 18:08","2025-07-01 09:12","","2025-06-30 14:53","2025-07-03 18:07","","2025-07-04 12:18","2025-07-03 18:07","","",""
"RAM-394","Task","Ottimizzazione re-invio email ","Released","2025-06-30 10:21","Low","","hotfix-4.259.125","0","0","275","0","-","0","0","-","74,043","0","-","-","-","74,318","2025-06-30 10:21","2025-06-30 10:21","2025-06-30 10:21","2025-06-30 10:21","","2025-06-30 10:21","2025-06-30 10:21","","2025-06-30 15:56","2025-06-30 10:21","","",""
"RAM-393","Bug","Ordinamento Viaggi","Released","2025-06-30 09:56","Medium","","hotfix-4.259.130","0","11","105","351","-","62","0","-","73,752","63","-","-","-","74,344","2025-06-30 09:56","2025-06-30 17:49","2025-07-01 10:02","2025-06-30 10:58","","2025-06-30 09:56","2025-07-01 08:08","","2025-07-01 11:47","2025-07-01 08:08","","",""
"RAM-392","Task","[payment-service] NullPointerException in VoidAuthorizedPaypalOrderCommand","Released","2025-06-30 09:09","Low","","hotfix-4.259.130","11","373","168","87","-","0","0","-","73,752","0","-","-","-","74,391","2025-06-30 09:09","2025-06-30 10:47","2025-07-01 08:08","2025-06-30 09:20","","2025-06-30 09:19","2025-07-01 08:08","","2025-07-01 11:47","2025-07-01 08:08","","",""
"RAM-391","Bug","Anomalia Anagrafica Merci - Funzionari Spagna","Released","2025-06-27 15:37","Medium","","hotfix-4.259.130","2","80","32","511","-","160","4","-","73,752","1","-","-","-","74,543","2025-06-27 15:37","2025-07-01 09:51","2025-07-01 11:16","2025-06-30 09:19","","2025-06-27 15:39","2025-07-01 11:11","","2025-07-01 11:47","2025-07-01 11:15","","",""
"RAM-390","Bug","PROBLEMA NEI PAGAMENTI  RESEVO --> molti colleghi segnalano quanto in allegato","rejected","2025-06-27 14:47","Medium","","","4","-","-","343","-","6","-","74,239","-","-","-","-","-","74,592","2025-06-27 14:47","","","2025-06-27 14:57","","2025-06-27 14:51","","2025-06-30 11:40","","","","",""
"RAM-389","[System] Service request","ACCESO A RESEVO","rejected","2025-06-27 13:23","Medium","","","55","-","-","-","-","-","-","74,622","-","-","-","-","-","74,677","2025-06-27 13:23","","","","","","","2025-06-27 14:17","","","","",""
"RAM-388","Task","[booking-service] DataTruncation in RefundPaymentTransactionSagaCommand","Released","2025-06-27 11:56","Medium","","CNCT","0","0","2,403","304","-","0","0","-","71,997","0","-","-","-","74,704","2025-06-27 11:56","2025-06-27 18:09","2025-06-27 18:09","2025-06-27 11:56","","2025-06-27 11:56","2025-06-27 18:09","","2025-07-07 09:03","2025-06-27 18:09","","",""
"RAM-387","[System] Service request","Reinvio mail con allegati sbagliati","Released","2025-06-27 10:56","High","","hotfix-4.259.124","1","0","47","210","-","0","0","-","74,506","0","-","-","-","74,764","2025-06-27 10:56","2025-06-27 15:27","2025-06-27 15:27","2025-06-27 10:57","","2025-06-27 10:57","2025-06-27 15:27","","2025-06-27 16:14","2025-06-27 15:27","","",""
"RAM-386","Task","Analisi bug Ram-375","Released","2025-06-27 09:12","Low","","","0","0","20","647","-","0","0","-","74,200","0","-","-","-","74,867","2025-06-27 09:12","2025-06-30 12:42","2025-06-30 12:42","2025-06-27 09:13","","2025-06-27 09:12","2025-06-30 12:42","","2025-06-30 13:20","2025-06-30 12:42","","",""
"RAM-385","Task","[booking-service] NullPointerException su recupero descrizione country","Released","2025-06-27 09:09","Low","","hotfix-4.259.124","0","161","39","164","-","0","0","-","74,506","0","-","-","-","74,870","2025-06-27 09:09","2025-06-27 11:53","2025-06-27 15:34","2025-06-27 09:10","","2025-06-27 09:10","2025-06-27 15:34","","2025-06-27 16:14","2025-06-27 15:34","","",""
"RAM-384","Task","Ottimizzazione CleanDanglingCartCommand","Released","2025-06-26 17:12","Medium","","hotfix-4.259.116","0","0","29","0","-","0","4","-","74,894","0","-","-","-","74,928","2025-06-26 17:12","2025-06-26 17:12","2025-06-26 17:16","2025-06-26 17:12","","2025-06-26 17:12","2025-06-26 17:12","","2025-06-26 17:45","2025-06-26 17:16","","",""
